,feature,class
5575,"[-3.1613101e+02  1.2326212e+02 -6.0311813e+01  2.4607288e+01
 -3.2073593e+01 -7.3795829e+00 -3.1146809e+01 -7.7253595e-02
 -1.1871896e+01 -7.1973085e+00 -7.9480284e-01 -8.3347721e+00
 -2.7354653e+00 -1.1944622e+01  3.5756524e+00 -1.7368326e+01
  1.1187093e+00 -2.0641310e+00 -7.3772712e+00 -7.5999707e-01
 -8.9898911e+00 -3.7033741e+00 -2.3211422e+00  3.6150250e+00
 -1.9877410e+00  2.8640552e+00 -9.8974156e-01  2.3887036e+00
  2.0673840e-01  1.5880566e+00  6.2218571e+00 -1.9034491e+00
  1.6526504e+00 -3.1387906e+00  2.1945846e+00 -1.5481678e-01
 -8.5731469e-02  2.5998478e+00  4.1409272e-01  9.8765379e-01]",female
5576,"[-2.2061018e+02  1.6309076e+02 -9.7749596e+01  6.3189190e+01
 -2.8079296e+01 -9.5980930e+00  2.2817352e+01 -3.6499283e+01
  1.3397484e+01 -6.6618018e+00 -4.9612265e+00  9.3212929e+00
 -2.1381132e+01  9.9268208e+00 -2.4037395e+00 -1.0897825e+01
  6.6729150e+00 -1.0629595e+01 -3.7014210e-01 -3.2217650e+00
 -5.4851112e+00  2.2833397e+00 -7.4832530e+00  1.1083002e+00
 -2.7917817e+00 -4.9099488e+00 -9.2250288e-01 -7.4158893e+00
  2.1818898e+00  1.6096047e-01  6.6598368e-01  7.1149502e+00
  4.4535100e-01  3.9980683e+00  8.7090629e-01 -9.1870266e-01
  4.3249187e+00  2.6427221e+00  5.6492157e+00  1.6492125e+00]",female
5577,"[-3.0425375e+02  1.3223750e+02 -5.1730721e+01  2.8969337e+01
 -1.9692257e+01  1.2719532e+01 -1.8660568e+01  6.7132993e+00
 -3.6036056e-01 -2.2578943e+00  2.6022460e+00 -6.2968721e+00
 -3.3741167e+00 -7.7713280e+00  6.0929489e+00 -1.6880152e+01
 -5.0149077e-01 -2.5275524e+00 -6.5295229e+00 -4.9397364e+00
 -6.5305395e+00 -3.0188158e+00 -1.1932298e+01 -1.0096172e+00
 -7.9089880e+00 -7.4060374e-01 -4.6984410e+00 -3.4913344e+00
  1.2187486e+00 -3.4676220e+00 -1.3093065e-01 -6.0392404e+00
 -1.9721897e+00 -1.1578033e+00  4.0832443e+00 -1.7808743e-02
  2.3342874e+00  5.4451647e+00  2.8436706e+00  4.0898700e+00]",female
5578,"[-2.6756851e+02  1.4212393e+02 -4.3642124e+01  3.1598177e+01
 -3.3233372e+01 -1.1479641e+01 -2.8650511e+01 -4.4635344e+00
 -1.1283171e+01 -1.8856024e+01 -1.5869890e+00 -9.7191973e+00
 -1.0351782e+01 -7.8945708e+00  3.0309075e-01 -1.4898194e+01
 -9.0792701e-02 -6.8669567e+00 -8.9734373e+00 -2.6829619e+00
 -8.1859550e+00 -2.5017629e+00 -7.3317637e+00 -3.8625753e+00
 -5.7467980e+00 -1.8783618e+00 -3.7928522e+00 -1.8916355e+00
 -1.2764330e+00 -2.5450423e+00  1.1951575e+00  6.9910377e-01
  6.4861450e+00  5.3097992e+00  8.8256273e+00  8.3354588e+00
  7.9525676e+00  3.2979958e+00 -7.5111127e-01  9.8672849e-01]",female
5579,"[-3.1658218e+02  1.4454312e+02 -9.7894084e-01  5.4152309e+01
 -1.7348875e+01 -2.3026915e+00 -7.8340993e+00 -5.8229337e+00
 -1.3840931e+01 -1.8338983e-01  5.0654526e+00 -1.0595652e+01
  4.4642053e+00 -5.3701262e+00  4.2989645e+00 -6.7478666e+00
 -8.8938961e+00 -7.7513777e-02 -6.0884013e+00 -1.2642907e+00
 -2.8206866e+00 -5.2661123e+00 -5.6956320e+00 -1.6653421e+00
 -6.8013234e+00 -4.4217801e+00 -4.6625242e+00 -7.3818641e+00
 -5.2790580e+00 -5.9965415e+00 -4.0705304e+00 -5.1812644e+00
  1.3211499e+00  2.3884327e+00  4.5954256e+00  6.6614642e+00
  5.3932500e+00  5.9881582e+00  5.3369327e+00  6.7759900e+00]",female
5580,"[-2.92936920e+02  1.58140594e+02 -2.06265450e+01  2.80310764e+01
 -1.51282721e+01  1.21949835e+01 -1.72654953e+01  8.79623318e+00
  4.86678934e+00  1.06316590e+00  7.52061558e+00 -3.26058078e+00
  6.69450235e+00 -5.00312471e+00  6.00692558e+00 -4.82773924e+00
  8.24275970e-01  1.32001448e+00 -1.15983355e+00  3.05554390e+00
 -5.05678393e-02  4.22848082e+00 -4.29024744e+00 -1.32277802e-01
 -3.79822040e+00 -4.69153747e-02 -5.17509043e-01 -6.11848235e-01
  1.03112745e+00 -4.20893097e+00 -3.11767650e+00 -7.97644091e+00
 -2.70936513e+00 -3.73718309e+00  4.31354225e-01  1.63088155e+00
  6.73474073e-01  4.46517563e+00  4.51672602e+00  8.06093597e+00]",female
5581,"[-9.2869484e+01  1.0563294e+02 -7.0757652e+01  6.5581306e+01
 -5.5887367e+01  3.8709179e+01 -3.6158203e+01  1.3302561e+01
 -1.0262593e+01 -2.8322265e+00  2.5107505e+00 -1.3988905e+01
  4.7284217e+00 -1.6386709e+01  1.0177172e+01 -2.0779833e+01
  8.9237642e+00 -4.1795373e+00 -1.5905807e+00  2.1912057e+00
 -3.4281421e+00  3.7260668e+00 -9.1670942e+00  3.9955964e+00
 -1.1151653e+01  1.7979376e+00 -8.6341877e+00  4.7558922e-01
 -5.7186946e-02 -3.8597624e+00  5.7305270e-01 -8.4518499e+00
  2.5134187e+00 -4.1916370e+00  1.9866997e+00 -4.7068830e+00
  1.3614756e-01 -2.7102745e+00 -1.2609627e+00  8.2962614e-01]",female
5582,"[-2.8301266e+02  1.5371454e+02 -2.7668203e+01  3.8833782e+01
 -1.0833722e+01  4.8718858e+00 -6.5806923e+00  4.2170801e+00
 -3.2205765e+00 -5.8131475e+00  7.3605680e-01 -6.3473892e+00
 -5.9877796e+00 -1.1680076e+01  7.0207715e+00 -4.2968407e+00
 -1.0326220e+00 -2.6001997e+00 -5.8898697e+00 -7.1310126e-03
 -2.8823769e+00  3.7870352e+00 -4.3000093e+00 -3.5670242e-01
 -1.8691917e-01 -3.0031877e-02 -1.2947665e+00 -1.7430238e+00
  4.1397628e-01 -3.4657848e+00  9.9314553e-01 -1.0089254e+00
  1.7203608e+00  1.8272672e+00  2.8579147e+00  2.7357249e+00
  8.7456363e-01  2.6159558e+00 -2.5499731e-01  4.6993327e-01]",female
5583,"[-276.1096     134.36253    -47.138935    39.10924    -39.58596
   -6.216527   -29.77745    -23.127157    -8.738504   -24.123896
   -6.401862   -15.365091   -13.095885    -7.144629   -10.142358
  -15.687336    -7.4966497  -11.047148   -10.121775   -11.769821
   -8.703248    -6.965364   -13.589551    -4.5901747  -13.72888
   -7.310692    -6.8184047  -10.061577    -6.0422306   -8.399192
   -3.9687347   -5.822012     1.4564787    3.9851363    6.025867
    6.2680664    6.898614     6.547485     1.496382     2.9357338]",female
5584,"[-2.29666855e+02  1.19309265e+02 -5.66759911e+01  4.48828011e+01
 -5.11560974e+01  2.98628178e+01 -4.02246895e+01  1.64945126e+01
 -1.76973515e+01  3.20270061e+00 -2.52895385e-01 -1.31386747e+01
  1.51472912e+01 -1.90173073e+01  1.06741819e+01 -1.67846909e+01
  2.60116553e+00 -1.00528669e+01  1.40593186e-01 -6.01609409e-01
 -6.21837759e+00  4.37784481e+00 -8.83068180e+00  6.49641228e+00
 -1.09810534e+01  1.19628489e+00 -8.66974831e+00 -2.91628265e+00
 -3.89473939e+00 -1.25708938e+00  7.00229168e+00  1.71373367e+00
  1.06992445e+01 -1.23131299e+00  6.69530344e+00 -5.58178091e+00
 -1.72113550e+00 -3.11949897e+00 -2.28821325e+00  1.75488746e+00]",female
5585,"[-108.795906    171.55513     -46.95018      57.56658     -34.227966
   30.680855    -21.246658      8.921912    -16.892122     -2.7205343
   -2.3985984   -12.398906      2.4643483   -19.381756      7.49254
  -19.158886      1.5939846    -8.4923525    -4.5943713    -2.6464956
   -8.883751      1.6750773    -9.411372      0.4505402   -12.061475
    0.17930274   -8.69343      -6.0487676    -5.049224     -7.710429
   -4.1343584    -8.558656      0.9874022    -6.937211      0.36545104
   -4.4455748    -0.2250958    -3.296956     -4.779321     -0.5257433 ]",female
5586,"[-1.7498236e+02  1.6924825e+02 -6.8002257e+00  1.3466990e+01
 -1.6845066e+01  1.1254938e+01 -3.0148291e+01  1.0123813e+01
 -1.3398380e+01 -7.9042397e+00  4.9349084e+00 -1.3758021e+01
 -8.5269982e-01 -8.3958206e+00  5.6524940e+00 -7.1488433e+00
  5.9730780e-01 -2.9133730e+00 -1.8404876e+00 -2.7900646e+00
 -5.0215826e+00 -3.5335588e+00 -1.0746646e+01  2.1156523e+00
 -7.6281009e+00  1.3457831e+00 -3.3654847e+00 -4.6523147e+00
 -4.0590923e-02 -3.0960765e+00  3.0400364e+00 -3.0012653e+00
  4.1934853e+00  2.1823719e+00  2.6839182e+00  2.8842590e+00
  2.3052793e+00  4.4444895e+00  5.7152081e+00  6.7099690e+00]",female
5587,"[-348.40802    156.72412    -21.609465    48.391953     1.5309914
  -15.790223     1.7561992  -15.646115    -2.5411057    1.0863235
   -5.9940405    4.3462715   -7.013069    -3.9392433    3.3354235
  -14.014407    -4.898476    -2.173585    -6.8547225   -5.842429
   -7.1388617   -2.3032677   -4.516346    -5.176356    -1.0811583
   -2.3873775   -5.959282    -2.5648575   -4.2857046   -5.152765
   -2.8450742   -5.5582476   -3.8746774   -4.6544223   -3.55228
   -1.9584984   -3.612485    -1.9414461   -1.4199525   -2.8650677]",female
5588,"[-3.1532745e+02  1.1834981e+02 -6.3962505e+01  2.7112087e+01
 -3.8271061e+01  3.2265470e+00 -2.2609379e+01 -6.4324241e+00
 -7.5283136e+00 -6.9677887e+00 -7.8080826e+00 -5.8834620e+00
 -1.3448932e+00 -7.0642452e+00  5.6378460e+00 -1.5696522e+01
  5.8629079e+00 -8.6691780e+00 -9.7835312e+00 -2.1930690e+00
 -8.6809626e+00 -2.6646681e+00 -5.5249343e+00  7.3497511e-02
 -1.1012418e+01 -5.0656676e-01 -7.0359936e+00 -1.6384104e+00
  2.4413192e-01 -4.1703615e+00  4.1016870e+00 -3.2808475e+00
  3.5878901e+00  8.6336166e-01  2.3676832e+00 -7.5853288e-01
 -1.0205487e+00 -7.5314498e-01  4.8667222e-01  1.6059750e+00]",female
5589,"[-145.73415     129.57011     -38.93745      61.852173    -31.774221
   33.834198    -15.297297     18.24851       0.6504463     6.495614
   10.112577     -3.7003953    10.434403    -10.278003     16.120268
   -7.5535665     7.960958      2.5300407    -0.6071765     2.5875506
   -1.2342948     6.847116     -3.101803      7.4643335    -4.4906487
    4.770774     -1.015021      0.5483636     2.5521646    -0.65073764
    4.615483     -2.3736153     3.4828117    -4.0249505     0.6577782
   -2.2088463     0.61186105    0.16523187   -2.357605     -0.38745677]",female
5590,"[-3.2414706e+02  1.2638277e+02  1.0883380e+01  4.5440094e+01
 -2.3246162e+01  5.2841625e+00 -2.7997530e+01  3.7960238e+00
 -1.0284533e+01 -1.1298476e+01  5.2557917e+00 -1.1529987e+01
 -2.6213093e+00 -5.5610738e+00  1.8072492e-01 -1.0680426e+01
  1.1688900e-01 -7.1530056e+00 -4.6580739e+00 -3.2379220e+00
 -6.3928895e+00 -6.7568436e-02 -7.3273487e+00  1.7830272e+00
 -4.5661163e+00  1.0534134e-02 -8.1982827e-01  4.8450336e-01
  3.5861877e-01 -2.6257041e+00  2.4807084e+00 -2.1255729e+00
  2.2499642e+00 -1.0634503e+00  2.7116587e+00  2.8006525e+00
  2.9489548e+00  5.1004157e+00  4.5846353e+00  6.1615300e+00]",female
5591,"[-2.4702303e+02  1.4838371e+02 -3.2177139e+01  6.3492661e+01
 -1.2212359e+01  2.5718845e+01 -1.0161457e+01  4.1466079e+00
  2.7242768e+00  4.4523530e+00  4.9128432e+00  1.3222121e+00
  8.0931015e+00 -1.7193360e+00  1.4631810e+01 -1.1100793e+01
  4.4650245e+00 -1.8113685e-01 -2.2268507e+00  4.0102077e+00
 -3.9848614e+00  1.8141093e+00 -4.4779396e+00  2.6153183e+00
 -5.7909403e+00 -3.0229977e-01 -2.7705100e+00  1.2318928e+00
  3.7320008e+00  3.6755633e+00  8.8247299e+00 -5.0590074e-01
  5.4164300e+00 -1.4406619e+00  1.0724473e+00 -1.8289991e-01
 -1.7768044e+00  1.1183319e-01 -1.8780918e+00  7.8870261e-01]",female
5592,"[-2.8621176e+02  1.1978340e+02 -5.2352962e+01  4.5059967e+01
 -2.4446882e+01  1.3909768e+00 -1.7941971e+01  1.4533478e+00
  2.1597841e-01  1.0212382e+00  1.8104956e+00 -7.7229719e+00
  8.7564892e-01 -1.2686696e+01  3.0734949e+00 -9.7735605e+00
 -7.4895048e-01 -2.9768894e+00 -1.1324874e+01 -3.3133314e+00
 -7.8661656e+00 -4.3364596e+00 -2.5701566e+00  2.2878704e+00
 -2.1761937e+00  4.9024367e+00  2.8389192e-01 -1.1330131e+00
 -2.5424788e+00 -4.5699673e+00  2.8243089e+00 -1.9532536e+00
  2.7814171e+00 -9.4202352e-01  1.4997211e+00  2.1536207e+00
  2.5512242e-01  3.8556273e+00  3.7488921e+00  5.5471797e+00]",female
5593,"[-3.4227847e+02  1.1498056e+02 -5.1282108e+01  1.6328657e+01
 -3.0535408e+01  1.1807371e+01 -3.3234646e+01  5.0414805e+00
 -2.3829811e+00 -1.2038636e+01  9.6512871e+00 -1.0506648e+01
 -1.8302212e+00 -4.0818381e+00 -2.1497470e-01 -1.2529595e+01
  3.9275920e-01 -6.5715780e+00 -6.7543659e+00 -8.4667444e-01
 -7.2163787e+00 -1.1760876e+00 -7.3290114e+00  6.0924315e-01
 -4.2499652e+00  1.3479974e+00  6.4853467e-02 -2.1120193e+00
  1.2292833e+00 -1.8706251e+00  2.1306410e+00 -2.7200470e+00
 -5.5261469e-01 -4.6752304e-01  1.7650330e+00  1.4007644e-01
  2.0860381e-01 -1.2334070e+00 -3.6891866e+00 -2.2756593e+00]",female
5594,"[-152.16663     142.20518     -52.911        10.417776    -33.719353
   -1.126816    -52.23275      -5.9436755   -19.446575     -1.0546936
   -9.318526    -11.625424     -6.9669867   -18.981335     11.358476
  -28.46299       8.357012     -3.927264    -13.959346     -2.3161707
  -14.241393     -5.2868824    -7.792043     -0.35107142   -6.298025
   10.151633     -4.3104744     3.961679      2.4996722   -11.639361
    1.8929597    -2.6158094     2.0362146    -3.773247      0.61952245
   -2.4293091     0.5601372    -0.9203083     0.1563928     6.17896   ]",female
5595,"[-3.4868063e+02  1.5511386e+02 -5.6761242e+01  5.1771954e+01
 -1.4043639e+01  1.1856570e+01 -8.9638786e+00  2.0471690e+00
  5.7673721e+00  2.5723505e+00  6.2556777e+00  1.9962529e+00
  4.5846157e+00 -4.6522942e+00  7.1845350e+00 -1.0778183e+01
 -1.4739277e+00 -1.3924221e+00 -1.8920951e+00  1.9388922e+00
 -4.2005711e+00 -4.2739239e+00 -1.0782533e+01 -1.4659990e+00
 -7.2815166e+00  9.6581006e-01 -3.7444746e-01 -3.7458327e+00
  8.5115027e-01 -1.2235117e+00 -2.9701936e-01 -7.1020308e+00
 -2.6829162e+00 -3.4738395e+00 -1.8072363e+00 -3.9208181e+00
 -3.9616227e-01  8.4826492e-02 -4.5909901e+00 -1.0077044e-01]",female
5596,"[-6.8989059e+01  1.3337128e+02 -9.4952858e+01  4.5542263e+01
 -5.7828064e+01  4.3835239e+00 -2.5972260e+01 -1.1816800e+01
 -9.0768824e+00 -8.9275293e+00 -2.9134219e+00 -1.4484497e+01
 -3.8597236e+00 -1.0250026e+01 -1.5129493e+00 -1.9779448e+01
 -1.5198154e+00 -7.4460750e+00 -1.4306884e-01  8.4041029e-01
 -2.2050366e+00  4.9750423e+00 -6.1717482e+00  4.4855146e+00
 -5.6879706e+00  4.4630280e+00  2.1740901e-01  2.4461739e+00
  2.0964057e+00 -3.5809593e+00  2.7467678e+00 -2.7500298e+00
  3.1590385e+00 -4.6869173e+00  1.9908205e-02 -1.8802055e+00
 -5.7266277e-01  9.2527968e-01 -1.3762013e+00  1.9384289e+00]",female
5597,"[-3.2431400e+02  1.4729639e+02 -1.9490988e+01  3.3031162e+01
 -2.1608147e+01 -9.6505255e-01 -1.8817629e+01 -6.4619861e+00
 -9.9220794e-01 -1.5750784e+00 -1.5494860e+00  1.8334852e-01
  2.5091298e+00 -3.4018245e+00  6.3512950e+00 -1.0083086e+01
  1.5770088e+00 -1.5221856e+00 -2.6893654e+00  3.0732688e-01
 -3.2302141e+00  1.3903203e+00 -2.0097833e+00  4.3892922e+00
 -4.0924335e+00  1.4274372e+00 -5.8851737e-01 -3.2424734e+00
  9.1498929e-01 -2.2067258e+00 -8.1550664e-01 -3.1343091e+00
  6.3345146e-01 -2.2630870e+00  6.3435858e-01 -4.3508366e-01
  2.1710093e+00  7.2009039e+00  5.1566224e+00  8.3553028e+00]",female
5598,"[-2.7691409e+02  1.3270219e+02 -3.0262983e+01  6.1298439e+01
 -5.3979273e+00  5.3804126e+00  2.0500929e+00 -3.9640822e+00
  2.8057561e+00  1.2778400e-01 -2.2989929e+00  3.1073480e+00
 -1.7285300e+00 -2.0202045e+00  8.7545729e+00 -1.0010874e+01
  2.1539490e+00 -3.3356385e+00 -4.6751924e+00  1.3691369e+00
 -4.0632787e+00 -4.4206890e-01 -7.9703708e+00 -2.4520524e+00
 -5.0441394e+00 -5.5967112e+00 -4.9457531e+00 -4.3244753e+00
 -4.3955216e+00 -4.4137225e+00 -2.7921770e+00 -6.3116827e+00
 -2.1650887e+00 -5.6096320e+00 -3.1989312e+00 -3.9001412e+00
 -4.0648727e+00 -1.2714176e+00 -2.6244397e+00  1.4914942e+00]",female
5599,"[-2.4658359e+02  1.3016609e+02 -5.7417336e+01  4.8461624e+01
 -3.7620617e+01  1.6216072e+01 -1.3029839e+01 -6.4153590e+00
 -8.5816984e+00 -7.2139463e+00  1.8100129e+00 -1.3259095e+01
 -4.9374213e+00 -1.2343164e+01 -2.7962866e-01 -1.3521950e+01
 -5.3138618e+00 -6.2118793e+00 -5.8848228e+00 -5.7203593e+00
 -3.5421104e+00 -1.9279383e-01 -6.1829343e+00  8.1663818e+00
 -2.4739707e-01  9.5192270e+00  7.1344032e+00  3.8600109e+00
  2.9358358e+00 -4.5943060e+00 -1.6324892e+00 -7.1744981e+00
 -1.5065205e-01 -2.4463694e+00 -2.4667909e+00 -4.4811387e+00
 -3.3335571e+00 -2.3401644e+00 -3.5368981e+00 -4.8236272e-01]",female
5600,"[-2.13648315e+02  1.51089859e+02 -2.46148453e+01  2.48206196e+01
 -7.65077925e+00  6.65509284e-01 -1.78274059e+01  5.45350933e+00
 -8.07367706e+00 -2.54193163e+00  1.20645857e+00 -9.00862694e+00
  4.30635405e+00 -4.24268866e+00  6.32793570e+00 -6.35908985e+00
  2.85802054e+00  8.95880640e-01 -6.21693897e+00  1.50000691e+00
  6.28205836e-02  3.52465343e+00 -4.88452792e-01  5.49109459e+00
 -2.20113850e+00  2.52730656e+00  4.82827759e+00  1.27356708e+00
  2.69027853e+00 -1.03280175e+00  3.93689990e+00  4.78174955e-01
  1.37410963e+00  7.98395574e-02  1.22887366e-01 -1.31121516e+00
 -2.77542377e+00 -6.07022762e-01 -2.19217420e+00 -1.80943862e-01]",female
5601,"[-3.3110168e+02  1.3252399e+02 -1.6658047e+01  1.1413266e+01
 -2.9494158e+01 -1.2003746e+01 -2.6758436e+01 -2.1428413e+01
 -1.0595354e+01 -1.6908871e+01 -1.1219209e+01 -1.3210914e+01
 -1.1707076e+01 -5.7802095e+00 -5.7164149e+00 -1.3343306e+01
 -2.6119063e+00 -8.7016811e+00 -1.0586908e+01 -6.8200622e+00
 -8.9080629e+00 -6.5552301e+00 -7.1647124e+00 -4.0698895e+00
 -9.5186472e+00 -5.8157740e+00 -7.0384374e+00 -7.5534067e+00
 -5.3934116e+00 -5.1592965e+00 -1.0732362e-01 -1.0727750e+00
  3.9503522e+00  4.9485612e+00  7.2907166e+00  9.4575100e+00
  1.0495766e+01  9.9940567e+00  7.0744185e+00  6.2069411e+00]",female
5602,"[-2.9606564e+02  1.1125381e+02 -4.6264187e+01  3.0585957e+01
 -3.5982235e+01 -9.8692532e+00 -3.3382973e+01 -7.2703004e-01
 -1.3414237e+01 -8.8441610e+00 -1.2470433e+00 -1.4605576e+01
 -2.8035889e+00 -1.1872121e+01  1.0118955e+00 -1.6137486e+01
 -1.5505885e+00 -7.0052009e+00 -6.8487620e+00  2.5421948e+00
 -3.3257751e+00  3.4647725e+00 -4.3144398e+00  3.7404139e+00
 -3.6050131e+00  1.4826444e+00 -1.4740287e+00 -2.4695981e+00
  2.6563828e+00 -1.6256475e+00  3.5841610e+00  2.3275286e-01
  3.3317254e+00 -1.9388796e+00  7.1165633e-01  6.7023295e-01
  1.3858989e+00  2.3730130e+00 -9.7303742e-01  2.4276743e+00]",female
5603,"[-4.1991748e+02  1.4845479e+02 -4.5043938e+01  5.4447659e+01
 -3.2103924e+01  4.2849803e+00 -2.0383543e+01 -4.7764149e+00
 -4.9257808e+00 -9.9653063e+00 -7.6658982e-01 -7.7577190e+00
 -2.3772981e+00 -6.1083159e+00 -2.0450964e+00 -7.7574358e+00
 -8.9778662e-01 -1.0994736e+01  1.2007887e+00 -6.6565409e+00
 -5.5052662e+00 -3.4883139e-01 -4.8505907e+00  2.9631927e+00
 -1.1165877e+01  1.3015674e+00 -7.3562260e+00 -2.5605481e+00
  5.5656356e-01 -5.3113985e+00  1.9938046e-01 -3.3884735e+00
  1.6716039e+00  3.6170151e-02  8.1250792e+00  4.4292369e+00
  6.0940833e+00  2.3585484e+00 -5.3364211e-01  9.9330229e-01]",female
5604,"[-2.46415512e+02  1.44941467e+02 -4.60617180e+01  3.30187874e+01
 -2.01157703e+01 -2.60289955e+00 -2.00430584e+01  2.35884786e+00
 -5.45902872e+00 -3.52254915e+00  2.60107327e+00 -8.06071377e+00
  4.74521685e+00  1.16712175e-01  1.17976494e+01 -2.09822917e+00
  3.70158100e+00  5.00118923e+00 -1.34415150e+00 -4.21819270e-01
 -3.21580291e-01 -4.65357482e-01 -3.12010884e+00  4.15323210e+00
 -5.48902082e+00 -8.21966827e-01 -2.63160729e+00 -1.58535647e+00
  9.37617242e-01 -3.45533752e+00  1.80018747e+00  1.66220200e+00
  4.91399670e+00  2.01967096e+00  4.19011402e+00  3.52444553e+00
  1.66424489e+00 -9.92267072e-01 -7.58026361e-01  3.16647387e+00]",female
5605,"[-2.7177979e+02  1.4321283e+02 -6.2971516e+01  6.5434769e+01
 -3.0318846e+01  1.7698671e+01 -2.0737234e+01  1.1693551e+01
  1.0666503e+00  5.9769530e+00  1.0489531e+01  8.7444317e-01
  1.0990145e+01 -7.2699623e+00  1.0813048e+01 -1.6424437e+01
  6.0260115e+00 -2.1593001e+00 -3.3279030e+00  5.3221650e+00
 -5.8097286e+00  1.1444356e+00 -6.7180805e+00  3.1997287e+00
 -6.2752328e+00  3.7852483e+00  2.5465938e-01  3.9806340e+00
  5.3068800e+00  5.6596901e-02  5.6773725e+00 -3.6357472e+00
  1.6410524e+00 -3.1345985e+00  2.9849081e+00 -9.2791103e-02
  2.5451884e+00  2.8928404e+00 -8.2933944e-01  3.6227310e+00]",female
5606,"[-2.9940579e+02  1.7282436e+02 -2.4994774e+01  1.5397791e+01
 -1.2197731e+01 -2.2203772e+00 -1.5228472e+01 -6.5386045e-01
 -8.7969961e+00 -5.8345103e+00 -7.7244577e+00 -1.2300589e+01
 -4.7544570e+00 -1.4409561e+01 -1.2122597e+00 -1.7134558e+01
 -5.4822712e+00 -3.0462184e+00 -1.3354067e+01 -4.2715154e+00
 -8.0143738e+00 -5.4125662e+00 -8.4521809e+00 -4.8870792e+00
 -7.4622340e+00 -5.0849457e+00 -5.3509421e+00 -5.8681231e+00
 -3.6154389e-01 -3.1889055e+00 -3.2360137e+00 -6.6270289e+00
 -3.8230529e+00 -4.6451821e+00 -2.4313016e+00 -6.4685893e-01
 -1.9266070e+00 -7.3862404e-01 -2.0342281e+00 -2.2069487e-01]",female
5607,"[-9.00670090e+01  1.37054352e+02 -7.19971313e+01  4.68838844e+01
 -5.71968117e+01  1.65676670e+01 -2.48150597e+01  4.94526291e+00
 -1.61924152e+01 -7.00640249e+00 -4.66488600e+00 -1.54023876e+01
  8.25933743e+00 -1.03860130e+01  1.48144264e+01 -1.01596155e+01
  5.26936674e+00 -4.02314806e+00 -2.84456396e+00  6.03387499e+00
 -5.34309435e+00  6.97617590e-01 -3.50039268e+00  4.80698061e+00
 -5.46816158e+00  7.26039171e+00  6.60330057e-01  1.98970401e+00
  5.36428452e-01 -4.49896145e+00  3.65955305e+00 -5.20286024e-01
  1.50044107e+00 -3.37470245e+00  2.81368780e+00 -3.86786842e+00
  3.98095131e-01 -8.01914036e-01 -2.45006668e-04  3.85224748e+00]",female
5608,"[-2.4477206e+02  9.8118271e+01 -4.5453087e+01  6.8575615e+01
 -4.1398403e+01  1.9679276e+01 -2.7841141e+01  6.0356712e-01
 -1.2404904e+01 -1.2688807e+01 -5.1792169e+00 -1.8385008e+01
  2.4303943e-01 -1.7284279e+01  2.5783339e+00 -1.5105554e+01
  4.0796506e-01 -5.2471023e+00 -5.7869411e+00 -1.5551991e+00
 -8.0951166e+00  1.4506439e+00 -4.8940144e+00  7.4457917e+00
 -1.8352469e+00  9.6432247e+00  6.4419746e+00  6.4485488e+00
  9.4928770e+00  3.0048056e+00  5.7424731e+00 -1.5893780e+00
  3.3561659e+00 -4.0529666e+00 -1.6207126e-01 -2.1845899e+00
 -8.3607674e-01 -1.5035480e+00 -4.1074381e+00 -7.2490507e-01]",female
5609,"[-400.28073     108.81533     -56.82231      42.241287     -4.574169
  -16.333624    -25.939722     -0.70883125   -2.9666805    -1.0078971
   -5.4470935    -9.902447     -2.116486     -4.9471154    -0.6154186
  -14.075132      4.9580765    -1.3896109    -1.6860334     4.4715295
    2.5267136     6.5515966    -2.2573724     4.063507     -1.325368
    2.6026223     2.6414187     2.9617832     2.4231718    -0.7975003
    3.0875483    -2.1912599    -1.8662618    -5.7546415    -4.340181
   -4.190072     -2.6467907    -2.4380264    -2.9777813    -1.9451066 ]",female
5610,"[-2.3385921e+02  1.6021906e+02 -6.0964382e+01  3.0594423e+01
 -3.6088623e+01  2.9014459e+00 -3.0303230e+01 -8.4259683e-01
 -9.9208126e+00  3.0804470e+00  5.8038789e-01 -6.7982764e+00
  5.4223986e+00 -6.6252542e+00  1.4069995e+01 -1.5668402e+01
  1.3578215e-01 -4.1960974e+00 -1.5314153e+00 -7.9540271e-01
 -6.4440079e+00  5.3804522e+00 -3.9966273e+00  3.6137941e+00
 -7.0412931e+00  3.4452517e+00 -6.6071687e+00 -8.2676941e-01
  2.8558018e+00 -3.4501255e+00  7.4681630e+00 -2.9049132e+00
  3.8662508e+00  1.3376188e+00  3.7999587e+00 -2.1236637e+00
 -3.3039716e-01  6.7890733e-01 -2.6424830e+00  5.0941056e-01]",female
5611,"[-437.8554      137.21759     -16.281248     57.8108       -0.58884186
   24.791529     -7.0025206    11.809618    -15.678145     -4.223163
    5.458386     -8.52189       8.998599    -13.090921     13.874122
   -7.1388326    -2.9740741     9.641479     -6.5268464    -3.797972
   -5.02959       4.942445      0.7227543     2.9079988   -10.41215
  -10.084486     -5.4084153     1.2835177     3.2103586   -10.090926
    1.1405915    -3.4695039    -3.520687     -3.111379     -0.7109267
    5.810319     -0.5717375    -4.3279643    -3.0501487     3.1651576 ]",female
